name,epoch,replicas,goodput,throughput,efficiency
cifar10-0,0,1,0.0,0.0,0.0
cifar10-0,0,2,0.0,0.0,0.0
cifar10-0,0,3,0.0,0.0,0.0
cifar10-0,0,4,9.543145360192364,17.177661648346255,1.0
cifar10-0,0,5,3.276737352642814,5.429590027055367,0.869034635081765
cifar10-0,0,6,4.073082963191521,6.307004026325698,0.7749637601987192
cifar10-0,0,7,3.2747636771924307,4.797649710937964,0.7020788420639235
cifar10-0,0,8,3.8722774419642376,5.419074431290369,0.6431079222024946
cifar10-0,0,9,3.600436682524325,4.858776133577235,0.5928137594392161
cifar10-0,0,10,5.002735147426663,6.5376511956067205,0.5509577061204655
cifar10-0,0,11,5.419561646275532,6.876999497625201,0.5158280791533455
cifar10-0,0,12,5.369346179819789,6.625882162629764,0.48621566590209936
cifar10-0,0,13,5.124288794470154,6.152702408724295,0.46127172281077145
cifar10-0,0,14,5.184367845755451,6.053780928479344,0.4404266279493482
cifar10-0,0,15,5.860073107737642,6.644187264424877,0.4233527713426885
cifar10-0,0,16,5.990523036970286,6.575453107436751,0.40996952188553937
cifar10-0,0,17,5.974685193952452,6.519137699030868,0.38815791635297964
cifar10-0,0,18,5.865792211983978,6.3729826998368,0.3681662096546529
cifar10-0,0,19,5.7393582445609574,6.217930372380933,0.34978112859910354
cifar10-0,0,20,5.611962953919679,6.070243576558694,0.33282135023590353
cifar10-0,0,21,5.5836364233102005,6.036575339498572,0.31713173830913044
cifar10-0,0,22,5.452309616852453,5.897281415334944,0.3025787837769777
cifar10-0,0,23,5.322407695264653,5.764270913465587,0.289046965810694
cifar10-0,0,24,5.194347118491763,5.6371280524502545,0.2764358235343245
cifar10-0,0,25,4.563447208695109,4.965936693928107,0.2646575816625218
cifar10-0,0,26,5.213249648865125,5.691911327154652,0.25363521154036694
cifar10-0,0,27,5.228095132527204,5.730184565102796,0.24330083720126106
cifar10-0,0,28,5.240668937995405,5.768975997077486,0.23359441688414795
cifar10-0,0,29,5.231763383223488,5.786800552727708,0.22446264602957336
cifar10-0,0,30,5.240282158216247,5.8263649604415155,0.21585803953424065
cifar10-0,0,31,5.247139801600364,5.866474096897366,0.2077381599979758
cifar10-0,0,32,5.252496082928037,5.907139289938396,0.20006496557001502
cifar10-0,0,33,4.710293445989624,5.30532458218498,0.1937111240407204
cifar10-0,0,34,4.64130604675632,5.236400118490871,0.1876985691812641
cifar10-0,0,35,4.728853193325525,5.344977249970858,0.18200127173936675
cifar10-0,0,36,4.819433065230757,5.458152431543558,0.17659576663262325
cifar10-0,0,37,4.220405129212332,4.78982839348135,0.17146084529076547
cifar10-0,0,38,4.29074384425564,4.880515453990891,0.1665772912387688
cifar10-0,0,39,4.3633521860135955,4.974702789278787,0.16192765199346984
cifar10-0,0,40,4.438410856596501,5.0725970388895725,0.15749604158627553
cifar10-0,0,41,3.9190437959047038,4.490320642557495,0.1532679690202485
cifar10-0,0,42,3.978164331943305,4.56992672821402,0.1492301887736524
cifar10-0,0,43,4.039151014334058,4.652406329620341,0.14537057011416443
cifar10-0,0,44,4.102136184859053,4.737917893055809,0.1416779825195621
cifar10-0,0,45,3.6487368366263606,4.2260649914431925,0.13814219493601587
cifar10-0,0,46,3.6989758728727495,4.296503643209943,0.1347537869631617
cifar10-0,0,47,3.7507612683638505,4.369330191893867,0.13150407035083653
cifar10-0,0,48,3.8041920516078935,4.444668157087393,0.1283850194375634
cifar10-0,0,49,3.5073578211265546,4.110137276744141,0.12538920936497838
cifar10-0,0,50,3.482527743167258,4.093420725207596,0.1225097610729111
cifar10-0,0,51,3.5314540717392906,4.163662979583798,0.11974029222279704
cifar10-0,0,52,3.5820133348961427,4.2363580082207575,0.11707487331736878
cifar10-0,0,53,3.2484566505511365,3.8538775994186896,0.11450798838608436
cifar10-0,0,54,3.290517886007234,3.916076916857275,0.11203449969169439
cifar10-0,0,55,3.333918335764651,3.9803168900699597,0.10964961598633638
cifar10-0,0,56,3.3787336080570958,4.04669961969666,0.10734886390770985
cifar10-0,0,57,3.0762825615256695,3.6962829184048287,0.10512806215898098
cifar10-0,0,58,3.1138254475976717,3.753461537626877,0.10298329816153896
cifar10-0,0,59,3.152537757768526,3.8124369695958826,0.10091090690877547
cifar10-0,0,60,3.192481370039606,3.8732952623885386,0.09890745178267367
cifar10-0,0,61,2.9173783078631015,3.5510707651750972,0.0969697071240048
cifar10-0,0,62,2.9510562199243076,3.603812942670748,0.09509464237202554
cifar10-0,0,63,2.9857593495819534,3.6581454437836713,0.09327940761132905
cifar10-0,0,64,3.0215388065117073,3.7141412985765436,0.09152132038241079
cifar10-0,1,1,0.0,0.0,0.0
cifar10-0,1,2,0.0,0.0,0.0
cifar10-0,1,3,0.0,0.0,0.0
cifar10-0,1,4,9.543145360192364,17.177661648346255,1.0
