name,epoch,replicas,goodput,throughput,efficiency
cifar10-0,0,1,10.11481584403397,23.619643530900472,1.7129497878833322
cifar10-0,0,2,7.221243865637063,10.435065899704432,1.3840341661554052
cifar10-0,0,3,9.027407859151038,10.366626920210175,1.1610858483520456
cifar10-0,0,4,10.299013933994402,10.299013933994402,1.0
cifar10-0,0,5,16.26798234403015,14.81996587817297,0.87816571119046
cifar10-0,0,6,15.956455338705188,13.589309700672343,0.7827944999990558
cifar10-0,0,7,15.477020762543109,12.524993307723905,0.7061091089650665
cifar10-0,0,8,14.920333876517915,11.600178882433335,0.6431079222024946
cifar10-0,0,9,14.336803976003907,10.792020973895173,0.5904281407196097
cifar10-0,0,10,13.754463452026286,10.081600560420007,0.5457253883287463
cifar10-0,0,11,13.188623184885731,9.453416593500782,0.5073153107014492
cifar10-0,0,12,12.647248053644999,8.894800855590233,0.47395657526896423
cifar10-0,0,13,12.134024977204346,8.395383205218568,0.4447142025049357
cifar10-0,0,14,11.650149744482896,7.946641769000778,0.4188705505379719
cifar10-0,0,15,11.195384184848571,7.5415381765209695,0.3958656328122593
cifar10-0,0,16,10.768688668155866,7.1742266651047775,0.3752560788375437
cifar10-0,0,17,10.368602864203435,6.839823672781613,0.3566862800679993
cifar10-0,0,18,9.993474997286054,6.5342256062545525,0.3398676990114028
cifar10-0,0,19,9.64159882631366,6.2539644787592605,0.32456376848923635
cifar10-0,0,20,9.311293940557874,5.996093159236206,0.3105786949362196
cifar10-0,0,21,9.00095106393234,5.758093754132648,0.2977490368387895
cifar10-0,0,22,8.709055748508218,5.5378040911964845,0.2859372876812674
cifar10-0,0,23,8.434198789540043,5.333358414862767,0.2750269280050468
cifar10-0,0,24,8.175078586712292,5.143139285918619,0.2649185686096041
cifar10-0,0,25,7.930498741195614,4.9657383566058915,0.2555269141200956
cifar10-0,0,26,7.699362961289216,4.7999242120130905,0.24677835031130466
cifar10-0,0,27,7.480668578261767,4.64461586667495,0.23860901064632237
cifar10-0,0,28,7.273499482410317,4.498860810780026,0.23096321454094684
cifar10-0,0,29,7.077018974851044,4.361816735544056,0.2237921965636094
cifar10-0,0,30,6.8904628291430265,4.232736249028523,0.21705306524353657
cifar10-0,0,31,6.713132728143343,4.11095403472277,0.21070794450212227
cifar10-0,0,32,6.5443901597716945,3.9958760151786312,0.2047232613985126
cifar10-0,0,33,6.383650804101331,3.8869701691430194,0.19906915190274896
cifar10-0,0,34,6.230379412700992,3.783758718460093,0.1937189624916806
cifar10-0,0,35,6.084085162475395,3.6858114546692637,0.18864883001211727
cifar10-0,0,36,5.94431745584335,3.5927400178726936,0.18383732583773374
cifar10-0,0,37,5.810662133973927,3.504192974504647,0.17926515312648927
cifar10-0,0,38,5.682738068015446,3.4198515679603134,0.17491488815835163
cifar10-0,0,39,5.5601940935166265,3.3394260380637766,0.17077075844279124
cifar10-0,0,40,5.442706254715018,3.2626524231810192,0.16681845163906522
cifar10-0,0,41,5.329975327509426,3.1892897732751644,0.16304495041030714
cifar10-0,0,42,5.221724592390327,3.119117714030447,0.1594383891958236
cifar10-0,0,43,5.117697831153769,3.051934311866374,0.15598792958122357
cifar10-0,0,44,5.017657523734198,2.9875541976403728,0.15268365150868649
cifar10-0,0,45,4.921383223880146,2.925806913425009,0.1495164580273101
cifar10-0,0,46,4.828670094620748,2.8665354522064996,0.14647799165741154
cifar10-0,0,47,4.73932758651119,2.809594964893488,0.14356056074956028
cifar10-0,0,48,4.653178243496738,2.754851612816291,0.1407570744720857
cifar10-0,0,49,4.570056622902783,2.7021815470718007,0.13806098527015853
cifar10-0,0,50,4.489808317552088,2.6514699987364723,0.13546623781348924
cifar10-0,0,51,4.412289069343015,2.6026104662176675,0.13296722359475302
cifar10-0,0,52,4.337363964807716,2.555503987913544,0.13055874046226432
cifar10-0,0,53,4.2649067042213495,2.510058489962301,0.12823595647240196
cifar10-0,0,54,4.19479893676584,2.4661882002307784,0.1259943775332163
cifar10-0,0,55,4.126929655077377,2.423813120859512,0.12382981838329547
cifar10-0,0,56,4.061194643237785,2.3828585526788753,0.12173837651157257
cifar10-0,0,57,3.9974959729164223,2.3432546656656466,0.11971640867614726
cifar10-0,0,58,3.935741542941765,2.304936110343605,0.11776050972488777
cifar10-0,0,59,3.8758446580882735,2.267841665663924,0.11586749345880352
cifar10-0,0,60,3.817723643312839,2.2319139194468556,0.1140343753119595
cifar10-0,0,61,3.7613014900725776,2.197098977938174,0.11225835664989209
cifar10-0,0,62,3.706505531708208,2.163346201443129,0.11053681051278162
cifar10-0,0,63,3.6532671451899708,2.1306079633561867,0.10886726865063073
cifar10-0,0,64,3.6015214768007806,2.098839430214397,0.10724740971588059
cifar10-0,1,1,9.418892055850476,23.619643530900472,1.5950947004815177
cifar10-0,1,2,6.944845561466529,10.435065899704432,1.3310592627236286
cifar10-0,1,3,8.8791788818939,10.366626920210175,1.1420209550300389
cifar10-0,1,4,10.299013933994402,10.299013933994402,1.0
cifar10-0,1,5,16.47601166003979,14.81996587817297,0.8893953897319488
cifar10-0,1,6,16.323904950971524,13.589309700672343,0.8008209055761867
cifar10-0,1,7,15.963214537464841,12.524993307723905,0.7282907586805726
cifar10-0,1,8,15.493375094133972,11.600178882433335,0.6678075937947938
cifar10-0,1,9,14.972313310907584,10.792020973895173,0.6166001240741397
cifar10-0,1,10,14.433992225386618,10.081600560420007,0.5726865347970218
cifar10-0,1,11,13.898253591313727,9.453416593500782,0.5346120470683494
cifar10-0,1,12,13.376481195180922,8.894800855590233,0.5012846422815649
cifar10-0,1,13,12.874933296664242,8.395383205218568,0.47186862595773743
cifar10-0,1,14,12.396741788853726,7.946641769000778,0.44571358925521887
cifar10-0,1,15,11.943131154301858,7.5415381765209695,0.42230575513040897
cifar10-0,1,16,11.514171508507326,7.1742266651047775,0.4012338906335337
cifar10-0,1,17,11.10924839959516,6.839823672781613,0.3821649394715622
cifar10-0,1,18,10.727357722368959,6.5342256062545525,0.3648262878091814
cifar10-0,1,19,10.367291216904588,6.2539644787592605,0.34899264810734926
cifar10-0,1,20,10.02775276484273,5.996093159236206,0.3344762163808704
cifar10-0,1,21,9.707430546209377,5.758093754132648,0.32111918782619586
cifar10-0,1,22,9.40504087834443,5.5378040911964845,0.30878799687852443
cifar10-0,1,23,9.119353835538659,5.333358414862767,0.29736883530534086
cifar10-0,1,24,8.849207155074554,5.143139285918619,0.28676412929689216
cifar10-0,1,25,8.593512651989677,4.9657383566058915,0.276889744400094
cifar10-0,1,26,8.351257897938309,4.7999242120130905,0.2676727486987289
cifar10-0,1,27,8.121504968141782,4.64461586667495,0.2590496083516897
cifar10-0,1,28,7.9033874383934055,4.498860810780026,0.25096472103260203
cifar10-0,1,29,7.6961064046843495,4.361816735544056,0.24336921568418213
cifar10-0,1,30,7.498926027171972,4.232736249028523,0.23621996382420754
cifar10-0,1,31,7.311168920406572,4.11095403472277,0.22947876014254415
cifar10-0,1,32,7.1322115921748335,3.9958760151786312,0.22311163950916518
cifar10-0,1,33,6.961480053874334,3.8869701691430194,0.21708830461439338
cifar10-0,1,34,6.7984456727267215,3.783758718460093,0.21138164388382505
cifar10-0,1,35,6.6426213015499185,3.6858114546692637,0.20596732348189373
cifar10-0,1,36,6.493557699345947,3.5927400178726936,0.20082344045190656
cifar10-0,1,37,6.35084024165841,3.504192974504647,0.19593022656510106
cifar10-0,1,38,6.214085910835207,3.4198515679603134,0.19126979443550424
cifar10-0,1,39,6.082940551183926,3.3394260380637766,0.186825919026703
cifar10-0,1,40,5.957076371297295,3.2626524231810192,0.18258384892526391
cifar10-0,1,41,5.836189674715478,3.1892897732751644,0.17853014275467094
cifar10-0,1,42,5.719998800011515,3.119117714030447,0.17465252690747582
cifar10-0,1,43,5.60824225194858,3.051934311866374,0.1709397714233888
cifar10-0,1,44,5.500677006302825,2.9875541976403728,0.1673815813692979
cifar10-0,1,45,5.397076972097503,2.925806913425009,0.16396850150851622
cifar10-0,1,46,5.2972315962379986,2.8665354522064996,0.1606918324002976
cifar10-0,1,47,5.2009445967974415,2.809594964893488,0.15754355636202727
cifar10-0,1,48,5.108032812431382,2.754851612816291,0.15451627196747114
cifar10-0,1,49,5.018325156569068,2.7021815470718007,0.15160313595455568
cifar10-0,1,50,4.931661666121813,2.6514699987364723,0.14879781158291633
cifar10-0,1,51,4.847892635458701,2.6026104662176675,0.14609442262094932
cifar10-0,1,52,4.76687782732422,2.555503987913544,0.1434875122591967
cifar10-0,1,53,4.688485753213116,2.510058489962301,0.1409720063455132
cifar10-0,1,54,4.612593016478684,2.4661882002307784,0.13854318042079108
cifar10-0,1,55,4.539083712136681,2.423813120859512,0.13619663010464406
cifar10-0,1,56,4.467848877944035,2.3828585526788753,0.13392824444048984
cifar10-0,1,57,4.398785991885029,2.3432546656656466,0.131734181860658
cifar10-0,1,58,4.33179851169376,2.304936110343605,0.1296108484759095
cifar10-0,1,59,4.266795452485667,2.267841665663924,0.12755487843126967
cifar10-0,1,60,4.203690998968223,2.2319139194468556,0.12556311610231635
cifar10-0,1,61,4.1424041490560155,2.197098977938174,0.1236325999338463
