name,epoch,replicas,goodput,throughput,efficiency
bert-0,0,1,0.9043072813505371,1.0851687376206445,1.0
bert-0,0,2,1.8251737915868125,6.5285457493568995,0.9665294031111031
bert-0,0,3,2.6538751357390846,6.319572469118346,0.9665294031111031
bert-0,0,4,3.526702464099969,8.358424163142363,0.9635137464361385
bert-0,0,5,3.7467378812185155,13.89644123254416,0.9651281780488473
bert-0,0,6,4.184031686519043,12.805568990898866,0.9651281780488473
bert-0,0,7,4.225538576428004,11.468545340054744,0.964167757666139
bert-0,0,8,4.9952424698791456,12.603632568874989,0.9679418019251945
bert-0,0,9,6.3481179031584745,19.07043706336492,0.9651281780488473
bert-0,0,10,7.2269547969866395,18.633074920334,0.9651281780488473
bert-0,0,11,7.541897665656727,18.886179822679843,0.9654404066898262
bert-0,0,12,7.674974724744241,18.39531687062827,0.9651281780488473
bert-0,0,13,7.73805718859085,17.69939071391427,0.9642582631713443
bert-0,0,14,8.298975371044039,18.896690671938792,0.9671702967474556
bert-0,0,15,8.987286022937335,16.565133288718425,0.9651281780488473
bert-0,0,16,9.2813714855227,16.94740542007169,0.9679418019251945
bert-0,0,17,9.243165258823899,16.47942302205662,0.9666813330354789
bert-0,0,18,9.10900194163412,15.912726249296815,0.9651281780488473
bert-0,0,19,9.712578831840053,16.957070622919588,0.9674223771162256
bert-0,0,20,9.580984026210542,16.524656252214207,0.9651281780488473
bert-0,0,21,9.860410958823218,16.782121507350606,0.9671702967474556
bert-0,0,22,9.58234471748637,16.10096692691371,0.9643499953044338
bert-0,0,23,10.061826713595012,16.910019874988897,0.9659856843702345
bert-0,0,24,10.54886666071541,17.726527204157115,0.9679418019251945
bert-0,0,25,9.721635095359831,16.017201013213114,0.964167757666139
bert-0,0,26,10.6342102761553,17.83074682746141,0.9655469685508115
bert-0,0,27,10.735526413712424,17.79010352129315,0.9671702967474556
bert-0,0,28,11.407602395808427,14.214656759131016,0.9630287320287689
bert-0,0,29,11.941228484834822,14.864747479024176,0.963990421096778
bert-0,0,30,12.172362677581887,15.13460651685478,0.9651281780488473
bert-0,0,31,12.399545515292854,15.39607892365939,0.9664444234230274
bert-0,0,32,12.623211092853104,15.649549674675995,0.9679418019251945
bert-0,0,33,12.668920933484568,15.746911994606167,0.9654404066898262
bert-0,0,34,13.085565884891787,16.243904299426283,0.9666813330354789
bert-0,0,35,12.294410147574018,15.301582177774318,0.964167757666139
bert-0,0,36,12.618917078126811,15.689833576681425,0.9651281780488473
bert-0,0,37,13.153296239555967,16.335904116573012,0.9662125447623134
bert-0,0,38,13.483235514379576,16.724734717720562,0.9674223771162256
bert-0,0,39,12.471399091585472,15.520405146108901,0.9642582631713443
bert-0,0,40,12.754583008255292,15.858514918555931,0.9651281780488473
bert-0,0,41,13.231508411517916,16.434980791210283,0.9660984880684029
bert-0,0,42,13.517878577030217,16.772076589808623,0.9671702967474556
bert-0,0,43,12.267178595133286,15.27588655466514,0.963650408209164
bert-0,0,44,12.514144942492612,15.572120085146528,0.9643499953044338
bert-0,0,45,12.951337682591822,16.103151449302715,0.9651281780488473
bert-0,0,46,13.200511571877842,16.398394036843882,0.9659856843702345
bert-0,0,47,13.449418947893932,16.691399373077296,0.9669232864624225
bert-0,0,48,13.698145242906596,16.982192791750382,0.9679418019251945
bert-0,0,49,12.269109412572723,15.27959043488854,0.9635684515122717
bert-0,0,50,12.604882939139566,15.687995586557548,0.964167757666139
bert-0,0,51,12.55788404077069,15.618819982301329,0.9648271038401739
bert-0,0,52,12.514195057747848,15.552877859309602,0.9655469685508115
bert-0,0,53,13.307164852598701,16.525031047824957,0.9663278560205939
bert-0,0,54,13.24730768879555,16.436370388973568,0.9671702967474556
bert-0,0,55,11.193580056730255,13.95399091458099,0.9626132158392372
bert-0,0,56,11.144260348620756,13.886514465848155,0.9630287320287689
bert-0,0,57,11.814103430315956,14.714172227670602,0.9634877108288066
